timestamp,container,cpu_percent,mem_usage,mem_limit,net_io
2026-06-10 16:31:59,docker-minio-1,2.79%,1.249GiB / 11.67GiB,702MB / 1.44GB
2026-06-10 16:31:59,docker-es01-1,11.22%,1.025GiB / 8GiB,110MB / 2.32GB
2026-06-10 16:31:59,docker-nginx-1,0.00%,9.488MiB / 11.67GiB,1MB / 126B
2026-06-10 16:31:59,docker-api-1,0.00%,267.5MiB / 11.67GiB,2.33kB / 424B
2026-06-10 16:31:59,docker-worker-1,0.00%,0B / 0B,0B / 0B
2026-06-10 16:31:59,docker-worker_beat-1,0.00%,267.5MiB / 11.67GiB,2.08kB / 554B
2026-06-10 16:31:59,docker-web-1,0.60%,126.7MiB / 11.67GiB,1MB / 126B
2026-06-10 16:31:59,docker-db_postgres-1,1.92%,15.95MiB / 11.67GiB,42MB / 468MB
2026-06-10 16:31:59,docker-sandbox-1,0.00%,61.32MiB / 11.67GiB,486kB / 1.45kB
2026-06-10 16:31:59,docker-weaviate-1,2.89%,127.3MiB / 11.67GiB,1.01MB / 2.41kB
2026-06-10 16:31:59,docker-ssrf_proxy-1,0.02%,13.08MiB / 11.67GiB,1.49MB / 1.89kB
2026-06-10 16:32:32,docker-ragflow-cpu-1,96.82%,5.934GiB / 11.67GiB,4.04GB / 852MB
2026-06-10 16:32:32,docker-redis-1,0.23%,6.602MiB / 11.67GiB,25.2MB / 6.75MB
2026-06-10 16:32:32,docker-mysql-1,0.23%,112.2MiB / 11.67GiB,406MB / 1.11GB
2026-06-10 16:32:32,docker-minio-1,0.26%,1.249GiB / 11.67GiB,702MB / 1.44GB
2026-06-10 16:32:32,docker-es01-1,7.06%,1.025GiB / 8GiB,111MB / 2.43GB
2026-06-10 16:32:32,docker-nginx-1,0.00%,9.488MiB / 11.67GiB,1MB / 126B
2026-06-10 16:32:32,docker-plugin_daemon-1,0.00%,0B / 0B,0B / 0B
2026-06-10 16:32:32,docker-api-1,0.00%,267.5MiB / 11.67GiB,2.12kB / 424B
2026-06-10 16:32:32,docker-worker-1,0.00%,0B / 0B,0B / 0B
2026-06-10 16:32:32,docker-worker_beat-1,0.00%,267.5MiB / 11.67GiB,2.18kB / 424B
2026-06-10 16:32:32,docker-web-1,0.56%,126.3MiB / 11.67GiB,1MB / 126B
2026-06-10 16:32:32,docker-db_postgres-1,0.96%,17.19MiB / 11.67GiB,42MB / 468MB
2026-06-10 16:32:32,docker-sandbox-1,0.00%,61.36MiB / 11.67GiB,487kB / 1.45kB
2026-06-10 16:32:32,docker-weaviate-1,2.39%,127.3MiB / 11.67GiB,1.01MB / 2.41kB
2026-06-10 16:32:32,docker-ssrf_proxy-1,0.03%,13.08MiB / 11.67GiB,1.49MB / 1.89kB
